StartTime: 2017-07-31 14:45:39.542
55 steps walking 14 stairs (up and down)
Time(s)	TMin ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	Pressure(Pa)	Altitude(m) 
82.398	1 52.020	-0.2007	0.0903	0.9297	1.2207	13.3667	30.2734	3.7738	14.8865	21.1212	43.8500	263	236	-252	99950	1.15 
82.398	1 52.040	-0.2104	0.1050	0.9224	0.2441	11.3525	20.8740	3.9496	15.0787	21.8408	43.6600	262	237	-252	99950	1.15 
82.413	1 52.060	-0.1943	0.0815	0.8696	0.9766	9.4604	15.5640	4.0814	15.2161	22.4066	43.4200	264	240	-253	99950	1.15 
82.429	1 52.080	-0.2358	0.0942	0.8906	2.3193	11.4136	12.0239	4.2188	15.3973	22.8735	43.4200	266	239	-251	99950	1.15 
82.429	1 52.100	-0.2334	0.0923	0.8887	3.7231	8.1177	8.1787	4.3616	15.5676	23.2581	43.5700	268	239	-249	99950	1.15 
82.476	1 52.120	-0.2046	0.1001	0.8970	4.3945	7.8735	2.3804	4.4934	15.6995	23.5492	43.3700	270	239	-249	99950	1.15 
82.507	1 52.140	-0.1929	0.1226	0.9556	4.8828	8.6060	-4.2725	4.6143	15.8148	23.7195	43.4200	270	240	-253	99950	1.15 
82.538	1 52.160	-0.1709	0.1226	1.0352	5.5542	1.5869	-11.2305	4.7131	15.8478	23.7415	43.5700	268	241	-257	99950	1.15 
82.538	1 52.180	-0.1470	0.1187	1.0942	4.4556	-4.6387	-17.7612	4.7571	15.7379	23.6316	43.6600	266	241	-259	99950	1.15 
82.554	1 52.200	-0.0991	0.1172	1.0645	4.6387	-13.4277	-23.9868	4.7516	15.4742	23.3844	43.5700	265	242	-261	99950	1.15 
82.585	1 52.220	-0.2925	0.1792	1.2329	7.3242	-9.2773	-24.1699	4.7900	15.3864	23.0548	43.8500	268	242	-259	99950	1.15 
82.601	1 52.240	-0.2441	0.2715	1.2217	13.1226	-9.8267	-15.3809	4.9988	15.1721	22.8406	43.5700	268	238	-259	99950	1.15 
82.632	1 52.260	-0.1992	0.2637	1.2720	16.4185	-22.2778	-9.2163	5.3448	14.7931	22.7856	43.6600	270	238	-259	99950	1.15 
82.648	1 52.280	-0.0698	0.0542	1.2451	17.8833	-34.6680	-18.0664	5.6470	14.0790	22.6978	43.3700	270	236	-256	99950	1.15 
82.679	1 52.300	-0.2671	0.0239	1.3257	24.8413	-17.8223	-28.4424	5.8997	13.5406	22.3956	43.5700	272	236	-253	99950	1.15 
82.679	1 52.320	-0.6123	0.1738	1.3447	28.2593	-5.9204	-26.9165	6.2952	13.4747	21.9397	43.7100	273	235	-250	99950	1.15 
82.710	1 52.340	-0.7368	0.1982	1.2622	24.4141	-12.1460	-8.9722	6.7401	13.5187	21.6431	43.8500	273	235	-248	99950	1.15 
82.741	1 52.360	-0.6001	0.0801	0.8091	15.5640	-20.6909	6.8970	7.1356	13.3923	21.6486	43.6600	273	235	-247	99950	1.15 
82.757	1 52.380	-0.3828	-0.1016	0.5791	7.8735	-0.7324	0.9155	7.2400	13.4473	21.7090	43.5700	272	232	-247	99950	1.15 
82.773	1 52.400	-0.3145	-0.1641	0.6821	8.3618	8.8501	-10.9253	7.1246	13.7659	21.7365	43.6600	271	229	-247	99950	1.15 
82.788	1 52.420	-0.2612	-0.0923	0.7241	11.4746	13.6719	-19.4092	7.0313	14.0845	21.6541	43.7600	271	227	-249	99950	1.15 
82.804	1 52.440	-0.2856	0.0635	0.7983	12.2070	20.2026	-19.8364	7.1136	14.5184	21.4838	43.5700	270	225	-250	99950	1.15 
82.804	1 52.460	-0.3384	0.1533	0.8525	7.5684	20.2637	-15.2588	7.2400	15.0458	21.3300	43.7100	270	222	-248	99950	1.15 
82.835	1 52.480	-0.4370	0.2124	0.9541	-2.3193	17.5781	-10.9863	7.2565	15.5511	21.2585	43.7100	272	219	-248	99950	1.15 
82.867	1 52.500	-0.3521	0.2275	0.8892	-7.7515	8.4229	-5.1880	7.1851	15.8313	21.2970	43.7100	273	217	-249	99950	1.15 
83.007	1 52.520	-0.3188	0.2197	0.9385	-8.6060	1.1597	-2.1362	7.0807	15.9631	21.4069	43.7100	273	216	-250	99950	1.15 
83.023	1 52.540	-0.2637	0.1816	0.9712	-8.3618	-2.9907	-1.5259	6.9598	15.9302	21.5662	43.6600	274	216	-252	99950	1.15 
83.023	1 52.560	-0.2231	0.1191	0.9766	-11.9019	-7.5684	1.0376	6.7841	15.7709	21.7859	43.4200	275	215	-253	99950	1.15 
83.023	1 52.580	-0.1978	0.0449	0.9585	-14.5264	-11.9019	8.4229	6.5259	15.5237	22.1320	43.5700	276	215	-253	99950	1.15 
83.023	1 52.600	-0.1440	-0.0366	0.9370	-16.4185	-5.9814	10.1318	6.1798	15.2380	22.6154	43.3700	277	214	-253	99950	1.15 
83.023	1 52.620	-0.1411	-0.0449	0.9185	-15.0757	-4.5776	9.5825	5.8282	15.0238	23.1152	43.7100	277	215	-255	99950	1.15 
83.054	1 52.640	-0.1221	-0.0229	0.9004	-11.5356	-2.2583	7.7515	5.5426	14.8425	23.5822	43.6600	278	217	-254	99950	1.15 
83.054	1 52.660	-0.1240	-0.0396	0.9224	-6.7749	-1.2207	3.9673	5.3339	14.7052	23.9886	43.6600	278	218	-252	99950	1.15 
83.054	1 52.680	-0.0938	-0.0381	0.9277	-3.9063	-0.5493	0.7324	5.1746	14.5624	24.3292	43.6600	276	219	-252	99950	1.15 
83.070	1 52.700	-0.1079	-0.0078	0.9937	-1.1597	2.0142	1.3428	5.0757	14.4800	24.6368	43.5700	276	217	-250	99950	1.15 
83.085	1 52.720	-0.1382	0.0620	1.0664	1.2207	0.4883	5.6763	5.0812	14.4141	24.9884	43.5200	276	219	-250	99951	1.15 
83.117	1 52.740	-0.1938	0.1396	1.1577	1.4038	-5.5542	11.5967	5.1801	14.2932	25.4059	43.8500	276	220	-251	99951	1.15 
83.132	1 52.760	-0.1787	0.1118	1.1606	0.0610	-10.1318	13.0005	5.2789	14.0240	25.8838	43.5700	276	220	-251	99951	1.15 
83.163	1 52.780	-0.2139	0.0825	1.2910	-5.8594	-10.3760	5.5542	5.2515	13.7604	26.2738	43.5700	275	220	-252	99951	1.15 
83.179	1 52.800	-0.1665	0.0703	1.2915	-9.7656	-25.9399	-0.1221	5.0592	13.3264	26.4880	43.5200	276	222	-253	99951	1.15 
83.195	1 52.820	0.0034	0.1592	1.1802	-10.1929	-35.5225	5.7373	4.8834	12.5409	26.7297	43.7600	276	223	-254	99951	1.15 
83.226	1 52.840	-0.0371	0.1934	1.2109	-12.6343	-28.3813	16.3574	4.7791	11.7499	27.1967	43.5700	276	223	-254	99950	1.15 
83.257	1 52.860	-0.3115	0.0176	1.2339	-16.4795	-22.0947	15.0757	4.5319	11.2115	27.6801	43.5700	272	223	-252	99951	1.15 
83.273	1 52.880	-0.4736	-0.1641	1.0371	-14.5874	-12.3901	8.3008	4.1309	11.0028	27.9987	43.5200	270	225	-251	99951	1.15 
83.288	1 52.900	-0.6143	-0.1099	0.9463	-13.7329	-0.5493	2.3193	3.7244	11.1621	28.0865	43.5200	266	223	-249	99951	1.15 
83.288	1 52.920	-0.6006	0.1313	0.7197	-13.8550	3.4180	8.4229	3.5101	11.4972	28.0591	43.5200	265	225	-251	99951	1.15 
83.351	1 52.940	-0.5298	0.3354	0.6230	-15.6250	12.4512	20.9351	3.5156	11.9751	28.2513	43.5700	264	226	-250	99950	1.15 
83.351	1 52.960	-0.4087	0.2905	0.8374	-15.9912	20.2026	37.5366	3.5596	12.4915	28.8885	43.7100	263	226	-249	99950	1.15 
83.382	1 52.980	-0.3325	0.1250	1.0107	-9.5215	16.1133	38.7573	3.5980	12.8925	29.7675	43.7600	263	225	-250	99951	1.15 
83.398	1 53.000	-0.2612	-0.0723	1.0552	-4.1504	13.9771	23.8037	3.5651	13.1287	30.5200	43.7100	264	227	-252	99951	1.15 
83.398	1 53.020	-0.2402	-0.1299	1.0342	-0.6104	14.2212	11.3525	3.4882	13.3759	31.0034	43.8500	265	231	-254	99951	1.15 
83.429	1 53.040	-0.2163	-0.0938	1.0200	-0.3662	11.9629	14.0381	3.4277	13.5901	31.4154	43.4200	266	234	-255	99951	1.15 
83.445	1 53.060	-0.1841	0.0151	0.9648	1.9531	8.0566	24.2310	3.4991	13.7109	31.9867	43.6600	266	236	-255	99951	1.15 
83.460	1 53.080	-0.1348	0.0728	0.8633	3.9063	8.1177	25.0854	3.6914	13.7714	32.6404	43.5200	266	236	-257	99951	1.15 
83.523	1 53.100	-0.1572	0.0923	0.9043	6.5308	11.6577	12.2681	3.9221	13.9087	33.1128	43.5200	265	237	-256	99951	1.15 
83.554	1 53.120	-0.1772	0.1069	0.8711	6.3477	8.6670	0.3052	4.1144	14.0625	33.2886	43.7100	265	238	-256	99951	1.15 
83.554	1 53.140	-0.1953	0.1074	0.8384	6.7749	6.2866	-5.4932	4.2682	14.1943	33.2721	43.6600	264	239	-258	99951	1.15 
83.554	1 53.160	-0.1938	0.1245	0.8477	5.7373	4.0894	-6.4697	4.4055	14.2987	33.2062	43.5700	265	238	-260	99951	1.15 
83.570	1 53.180	-0.2168	0.1626	0.9058	3.6011	9.0942	-6.7749	4.5154	14.3756	33.1293	43.6600	265	238	-259	99951	1.15 
83.601	1 53.200	-0.1582	0.1499	0.9180	3.1128	0.2441	-3.5400	4.6143	14.3756	33.1073	43.5200	266	236	-259	99950	1.15 
83.617	1 53.220	-0.1055	0.1333	0.9170	2.6245	1.7700	-4.2114	4.7076	14.3152	33.1293	43.6600	266	237	-258	99950	1.15 
83.632	1 53.240	-0.1299	0.0898	1.0015	3.1128	1.0376	-7.6294	4.7571	14.2877	33.1073	43.5700	266	238	-258	99951	1.15 
83.663	1 53.260	-0.1436	0.0679	1.0640	4.0283	-6.8970	-13.4888	4.7736	14.1559	32.9865	43.6600	265	237	-259	99951	1.15 
83.679	1 53.280	-0.1587	0.1055	1.0854	3.8452	-7.9346	-17.2119	4.7736	13.9417	32.7557	43.7100	264	236	-260	99951	1.15 
83.726	1 53.300	-0.1816	0.1816	1.1411	5.1880	-0.7935	-14.0381	4.8285	13.8208	32.5140	43.3700	265	236	-262	99951	1.15 
83.757	1 53.320	-0.2251	0.1777	1.3467	9.9487	-0.6714	-11.9629	4.9768	13.8043	32.3547	43.6600	267	236	-262	99951	1.15 
83.757	1 53.340	-0.1323	0.1372	1.4009	16.0522	-20.2637	-12.4512	5.2075	13.4802	32.2009	43.5700	268	235	-258	99950	1.15 
83.757	1 53.360	-0.0381	0.0078	1.3169	16.1743	-26.2451	-22.5220	5.4218	12.8650	31.9537	43.5200	268	234	-256	99950	1.15 
83.788	1 53.380	-0.2017	0.0425	1.3433	18.9209	-12.3291	-28.1372	5.6030	12.4530	31.5363	43.7100	268	232	-256	99951	1.15 
83.820	1 53.400	-0.4844	0.1777	1.3481	16.9067	-8.3008	-24.7192	5.8502	12.3926	31.0583	43.3700	269	227	-256	99951	1.15 
83.820	1 53.420	-0.5596	0.1758	1.2065	13.0615	-7.6294	-17.2119	6.0535	12.3871	30.6299	43.5700	271	225	-254	99950	1.15 
83.851	1 53.440	-0.5869	0.0742	0.8955	13.3057	-10.3149	-10.4370	6.2787	12.4475	30.3168	43.3700	272	224	-254	99950	1.15 
83.882	1 53.460	-0.4629	-0.0581	0.6167	7.6294	-4.2725	-17.8833	6.3611	12.6123	29.8828	43.6600	271	224	-252	99950	1.15 
83.898	1 53.480	-0.3306	-0.1880	0.5771	6.2866	5.3711	-26.8555	6.1469	12.9309	29.4049	43.5200	271	222	-251	99950	1.15 
83.960	1 53.500	-0.2256	-0.1382	0.6680	5.6152	17.5781	-30.6396	5.8667	13.3374	28.9929	43.5200	270	223	-252	99950	1.15 
83.960	1 53.520	-0.3276	0.0171	0.8525	7.3853	26.5503	-27.8931	5.7733	13.9636	28.5590	43.6600	270	219	-250	99950	1.15 
83.960	1 53.540	-0.3467	0.1519	0.9282	4.5776	15.4419	-23.6206	5.7843	14.4855	28.1635	43.5700	273	219	-249	99950	1.15 
83.976	1 53.560	-0.3862	0.2329	0.9722	-4.5776	9.3994	-17.9443	5.7294	14.8480	27.8448	43.5700	273	216	-250	99950	1.15 
83.992	1 53.580	-0.3169	0.2324	0.9570	-9.8267	3.7231	-11.3525	5.6030	15.0183	27.6746	43.6600	273	214	-250	99950	1.15 
84.023	1 53.600	-0.2720	0.1914	0.9556	-9.3384	-3.9063	-5.4321	5.4327	15.0568	27.6361	43.7600	273	213	-250	99950	1.15 
84.054	1 53.620	-0.1650	0.1284	0.9429	-8.7891	-3.7842	-4.5166	5.2844	14.9524	27.7075	43.6600	274	212	-251	99950	1.15 
84.085	1 53.640	-0.1392	0.0664	0.9619	-9.3384	-5.8594	-0.8545	5.1031	14.7986	27.8558	43.7600	276	213	-253	99950	1.15 
84.085	1 53.660	-0.0928	-0.0303	0.9219	-11.5967	-6.2866	1.3428	4.8505	14.5514	28.1030	43.5700	277	213	-253	99950	1.15 
84.101	1 53.680	-0.1021	-0.0645	0.9248	-11.4746	-4.2114	2.1973	4.5538	14.3427	28.4052	43.5700	278	213	-253	99950	1.15 
84.132	1 53.700	-0.1362	-0.0713	0.9453	-10.3760	-1.8311	0.1221	4.2462	14.1943	28.6908	43.6600	278	213	-255	99950	1.15 
84.132	1 53.720	-0.1050	-0.0498	0.9023	-7.3242	-2.1973	-0.6104	4.0045	14.0460	28.9435	43.4200	277	214	-256	99950	1.15 
84.164	1 53.740	-0.0615	-0.0376	0.8936	-3.9063	-0.4272	-2.6245	3.8342	13.8977	29.1687	43.6600	276	214	-257	99950	1.15 
84.179	1 53.760	-0.0342	-0.0327	0.9019	-0.9766	4.2114	-4.0894	3.7299	13.7933	29.3665	43.4200	276	215	-257	99950	1.15 
84.179	1 53.780	-0.0742	0.0195	0.9932	1.2207	9.5825	-2.9907	3.6969	13.8318	29.5532	43.5700	278	215	-255	99949	1.15 
84.210	1 53.800	-0.1475	0.1016	1.1235	4.5166	7.0801	1.5259	3.7848	13.9142	29.7675	43.7100	278	214	-254	99949	1.15 
84.242	1 53.820	-0.2109	0.1812	1.2241	3.4180	-0.9766	10.5591	3.9496	13.9032	30.0916	43.4200	280	216	-254	99949	1.15 
84.304	1 53.840	-0.2231	0.1470	1.2236	-2.3193	-8.0566	17.5781	4.0814	13.7329	30.5640	43.3700	279	215	-253	99950	1.15 
84.304	1 53.860	-0.2046	0.0464	1.2856	-10.0708	-9.3384	13.3057	4.0155	13.4802	31.0529	43.7100	279	217	-254	99950	1.15 
84.304	1 53.880	-0.1201	0.0518	1.2690	-15.9302	-24.4751	7.2021	3.7408	13.0298	31.3934	43.5700	279	217	-254	99949	1.15 
84.351	1 53.900	-0.0308	0.1533	1.2427	-19.6533	-25.4517	10.3760	3.4552	12.3651	31.7450	43.5700	278	218	-253	99949	1.15 
84.382	1 53.920	-0.2515	0.1138	1.3594	-24.2310	-22.5830	10.9863	3.0817	11.8378	32.1021	43.5700	278	219	-252	99949	1.15 
84.382	1 53.940	-0.5068	-0.0908	1.3843	-28.5645	-7.0190	-0.6714	2.5159	11.6071	32.3053	43.5200	277	219	-249	99949	1.15 
84.398	1 53.960	-0.7920	-0.1597	1.1372	-25.4517	-5.5542	-9.2773	1.8292	11.7609	32.1240	43.6600	279	222	-248	99949	1.15 
84.398	1 53.980	-0.5449	-0.0405	0.6719	-17.2729	-7.6294	-1.7700	1.3843	11.9147	31.8658	43.4200	282	225	-248	99949	1.15 
84.445	1 54.000	-0.3208	0.1294	0.5332	-16.9067	2.6855	11.9629	1.1865	12.1619	31.8768	43.5700	283	226	-249	99949	1.15 
84.460	1 54.020	-0.1484	0.2144	0.5371	-18.5547	14.7705	30.3345	1.1646	12.4530	32.3767	43.4200	281	228	-252	99949	1.15 
84.476	1 54.040	-0.1665	0.1436	0.7095	-18.4937	28.1372	41.1987	1.1536	12.9089	33.2611	43.5700	277	228	-252	99949	1.15 
84.507	1 54.060	-0.2861	-0.0215	0.8921	-10.6812	24.3530	31.6162	1.0657	13.4637	34.0906	43.5200	274	229	-253	99949	1.15 
84.539	1 54.080	-0.3564	-0.1567	0.9956	-3.6011	29.2969	8.4229	0.9393	14.0350	34.5300	43.5200	272	229	-253	99949	1.15 
84.570	1 54.100	-0.4233	-0.1313	1.0747	-1.2817	23.1934	1.8311	0.8350	14.6228	34.6399	43.7100	273	231	-254	99949	1.15 
84.585	1 54.120	-0.3789	-0.0288	1.0562	-1.2817	12.2070	10.6201	0.7800	15.0293	34.8102	43.4200	273	232	-257	99949	1.15 
84.601	1 54.140	-0.2739	0.1152	1.0386	0.1831	8.2397	21.3623	0.9009	15.2435	35.2112	43.5700	274	236	-257	99949	1.15 
84.601	1 54.160	-0.1646	0.1621	0.9482	2.9297	1.8921	24.4751	1.1536	15.2545	35.7550	43.6600	275	237	-259	99949	1.15 
84.617	1 54.180	-0.0972	0.1621	0.8672	2.0752	4.8218	18.6157	1.4392	15.2271	36.2714	43.5700	277	237	-260	99949	1.15 
84.648	1 54.200	-0.2056	0.0942	0.9458	-0.7324	13.2446	5.8594	1.5710	15.4083	36.5570	43.4200	276	237	-262	99949	1.15 
84.648	1 54.220	-0.2153	0.0605	0.9302	-0.2441	7.1411	-0.4883	1.6040	15.5621	36.6284	43.5700	275	238	-264	99949	1.15 
84.679	1 54.240	-0.2100	0.0713	0.9092	1.5869	5.9814	-1.1597	1.6479	15.6665	36.6394	43.6600	275	239	-264	99949	1.15 
84.710	1 54.260	-0.1558	0.1133	0.9204	3.3569	5.1270	3.1128	1.7688	15.7214	36.7218	43.6600	276	237	-265	99949	1.15 
84.710	1 54.280	-0.1372	0.1602	0.9844	1.4648	6.4697	5.3711	1.9336	15.7489	36.8921	43.5200	278	239	-265	99948	1.15 
84.773	1 54.300	-0.1475	0.1377	1.0552	0.4883	2.7466	1.1597	2.0435	15.7434	37.0294	43.5200	279	241	-265	99948	1.15 
84.773	1 54.320	-0.1597	0.0796	1.1167	2.6245	-4.8828	-8.9111	2.0929	15.6171	36.9965	43.5700	280	242	-263	99949	1.15 
84.773	1 54.340	-0.1694	0.0532	1.0791	6.4087	-11.4136	-17.4561	2.1204	15.3534	36.7657	43.4200	282	242	-260	99949	1.15 
84.835	1 54.360	-0.1904	0.1392	1.0708	8.5449	-7.6904	-15.0146	2.2247	15.1007	36.4801	43.5700	285	242	-258	99948	1.15 
84.851	1 54.380	-0.2354	0.2520	1.1963	12.5732	-6.5918	-4.6387	2.4994	14.9469	36.3538	43.4200	287	242	-257	99948	1.15 
84.882	1 54.400	-0.1440	0.2681	1.2300	14.8315	-22.5830	2.9907	2.9059	14.5569	36.4142	43.5700	286	239	-256	99949	1.15 
84.882	1 54.420	0.0161	-0.0396	1.1953	15.4419	-25.2686	-7.3242	3.2300	13.8647	36.4856	43.4200	284	239	-255	99948	1.15 
84.898	1 54.440	-0.3984	0.0298	1.3345	22.7051	-7.6904	-19.7144	3.4882	13.5461	36.2439	43.6600	281	240	-255	99948	1.15 
84.898	1 54.460	-0.6938	0.1260	1.2212	23.8647	-0.1221	-19.2871	3.8947	13.6780	35.7550	43.5200	283	239	-255	99949	1.15 
84.960	1 54.480	-0.6880	-0.0229	1.0283	20.2637	-3.4180	-2.1973	4.2902	13.8867	35.4034	43.5200	283	238	-255	99949	1.15 
84.976	1 54.500	-0.5688	-0.2021	0.8101	13.8550	5.2490	8.1787	4.5209	14.1614	35.3925	43.5700	282	237	-254	99948	1.15 
84.992	1 54.520	-0.4316	-0.2622	0.7876	10.4370	18.4326	-2.0752	4.5264	14.6338	35.4364	43.6600	282	240	-254	99948	1.15 
85.007	1 54.540	-0.4102	-0.1724	0.9360	13.3057	16.7847	-10.9253	4.5099	15.1501	35.3375	43.5200	283	240	-253	99948	1.15 
85.023	1 54.560	-0.2852	0.0269	0.8892	12.2681	9.7656	-9.8267	4.6198	15.4248	35.1782	43.7600	285	236	-253	99948	1.15 
85.054	1 54.580	-0.3086	0.1421	0.8945	5.4321	11.1084	-5.9814	4.7845	15.6995	35.0793	43.3700	284	234	-252	99949	1.15 
85.070	1 54.600	-0.2925	0.1592	0.8389	-1.8921	6.5308	-5.0049	4.8505	15.9192	35.0024	43.5700	283	232	-251	99949	1.15 
85.085	1 54.620	-0.2627	0.1187	0.9092	-5.4932	20.6299	-5.6152	4.7845	16.1169	34.9695	43.5200	283	229	-250	99949	1.15 
85.117	1 54.640	-0.2769	0.0918	0.9331	-8.1177	-1.5869	-2.5635	4.6417	16.2982	34.9310	43.7100	285	230	-251	99949	1.15 
85.117	1 54.660	-0.2349	0.0479	0.8950	-9.8267	0.5493	-1.3428	4.4550	16.2653	34.9860	43.5700	289	231	-252	99949	1.15 
85.179	1 54.680	-0.2437	0.0088	0.8975	-10.4980	-5.9204	2.8687	4.2188	16.1938	35.0903	43.4200	292	232	-253	99949	1.15 
85.242	1 54.700	-0.1880	-0.0376	0.8467	-8.7891	-3.7842	6.2866	3.9935	16.0236	35.3046	43.5700	290	232	-254	99949	1.15 
85.257	1 54.720	-0.1758	-0.0654	0.8521	-9.1553	-0.9155	7.4463	3.7573	15.9247	35.5737	43.6600	290	234	-254	99949	1.15 
85.257	1 54.740	-0.1968	-0.0195	0.9038	-7.9346	1.9531	10.2539	3.5706	15.8972	35.8759	43.7600	289	236	-253	99949	1.15 
85.257	1 54.760	-0.1670	-0.0166	0.9219	-5.3711	-0.2441	11.6577	3.4607	15.8313	36.2219	43.7100	290	235	-254	99949	1.15 
85.257	1 54.780	-0.1338	-0.0469	0.9395	-2.6855	-0.5493	10.4370	3.3893	15.7269	36.5790	43.4200	289	236	-256	99949	1.15 
85.257	1 54.800	-0.1284	-0.0298	0.9780	1.2817	-1.2817	9.6436	3.3783	15.5951	36.9086	43.6600	290	236	-255	99949	1.15 
85.289	1 54.820	-0.1348	0.0024	1.0283	4.6997	-4.4556	10.3149	3.4662	15.4083	37.2327	43.6600	288	238	-256	99949	1.15 
85.320	1 54.840	-0.1411	0.0459	1.0605	5.0049	-9.2163	11.9629	3.6090	15.1501	37.5513	43.5700	287	240	-256	99949	1.15 
85.320	1 54.860	-0.1357	0.1011	1.0894	4.3945	-9.9487	15.5029	3.7958	14.8425	37.9193	43.5700	286	239	-256	99949	1.15 
85.383	1 54.880	-0.1714	0.1289	1.1558	0.5493	-6.7139	17.9443	3.9606	14.5844	38.3368	43.5200	286	239	-254	99949	1.15 
85.383	1 54.900	-0.2095	0.1313	1.2349	-5.5542	-9.1553	14.5264	4.0100	14.3372	38.7103	43.8500	285	237	-256	99949	1.15 
85.398	1 54.920	-0.1484	0.1514	1.2227	-8.0566	-23.1323	16.2354	3.9716	13.9087	39.0454	43.3700	284	236	-257	99949	1.15 
85.430	1 54.940	-0.0181	0.1997	1.1880	-8.2397	-33.3862	25.6348	3.9606	13.1561	39.5233	43.7600	282	236	-255	99949	1.15 
85.430	1 54.960	-0.0532	0.2031	1.2021	-10.9863	-29.0527	36.2549	4.0045	12.3212	40.2374	43.6600	282	239	-253	99949	1.15 
85.461	1 54.980	-0.3784	-0.1050	1.2603	-17.5171	-14.7095	30.6396	3.7958	11.8707	40.8911	43.6600	281	241	-251	99950	1.15 
85.476	1 55.000	-0.6436	-0.2686	1.1494	-17.5171	0.7935	19.6533	3.3783	11.9092	41.3251	43.7100	280	243	-250	99950	1.15 
85.492	1 55.020	-0.7402	-0.1313	0.9546	-16.1133	-1.2207	15.9912	3.0103	12.2003	41.4185	43.4200	278	245	-249	99950	1.15 
85.523	1 55.040	-0.5635	0.2041	0.6650	-16.9678	7.6904	32.5928	2.9169	12.5244	41.6602	43.6600	278	248	-248	99950	1.15 
85.554	1 55.060	-0.5098	0.3457	0.7954	-17.7612	15.0757	48.6450	3.0322	12.9749	42.3413	43.4200	278	252	-247	99950	1.15 
85.586	1 55.080	-0.2866	0.1982	0.8711	-13.4888	6.9580	56.5796	3.1531	13.1836	43.3246	43.6600	277	255	-246	99950	1.15 
85.586	1 55.100	-0.2295	-0.0649	0.9795	-9.0332	11.1694	49.9878	3.1696	13.3154	44.3793	43.3700	276	257	-246	99950	1.15 
85.601	1 55.120	-0.2476	-0.2393	1.0122	0.0610	7.1411	30.2124	3.0872	13.4857	45.1483	43.5700	276	261	-244	99950	1.15 
85.601	1 55.140	-0.2583	-0.2930	0.9697	1.1597	12.8174	16.5405	3.0048	13.6835	45.5988	43.6600	277	264	-242	99950	1.15 
85.664	1 55.160	-0.2476	-0.1904	0.9390	3.6011	12.1460	14.9536	2.9279	13.9142	45.9174	43.3700	277	265	-242	99950	1.15 
85.664	1 55.180	-0.2363	-0.0425	0.9023	8.9111	3.2349	10.3149	2.9993	14.0680	46.0931	43.5200	279	264	-246	99950	1.15 
85.695	1 55.200	-0.1792	0.1367	0.8389	14.1602	5.5542	3.2959	3.3014	14.1229	46.1261	43.6600	278	264	-249	99950	1.15 
85.695	1 55.220	-0.1670	0.2173	0.8296	15.9912	7.5684	-2.5635	3.7354	14.2273	46.0217	43.6600	277	265	-252	99950	1.15 
85.773	1 55.240	-0.1460	0.2007	0.8291	11.2915	16.7847	-10.6812	4.0814	14.3976	45.7855	43.4200	278	264	-253	99950	1.15 
85.804	1 55.260	-0.2295	0.1055	0.9292	9.5825	10.1318	-15.7471	4.2627	14.6942	45.4010	43.4200	279	266	-252	99950	1.15 
85.836	1 55.280	-0.1875	0.0762	0.9048	8.8501	4.8218	-17.7612	4.3726	14.8206	44.9725	43.5200	279	263	-249	99950	1.15 
85.836	1 55.300	-0.1704	0.0679	0.8877	8.1787	2.0752	-19.3481	4.4385	14.8590	44.5276	43.5700	279	261	-247	99950	1.15 
85.836	1 55.320	-0.1504	0.1079	0.9233	6.9580	1.4648	-20.2637	4.4934	14.8700	44.0607	43.3300	279	260	-247	99950	1.15 
85.851	1 55.340	-0.1392	0.1064	0.9736	6.1646	-0.6714	-22.8271	4.5264	14.8260	43.5718	43.5200	280	260	-249	99950	1.15 
85.867	1 55.360	-0.1289	0.1172	1.0771	6.6528	-4.1504	-27.8931	4.5374	14.7217	43.0170	43.3700	285	259	-247	99950	1.15 
85.882	1 55.380	-0.1313	0.1563	1.1294	7.0801	-4.6997	-31.1279	4.5483	14.5569	42.3798	43.7100	287	260	-247	99950	1.15 
85.898	1 55.400	-0.2368	0.2031	1.1958	9.7046	-2.0142	-28.6255	4.6198	14.4800	41.7371	43.7100	286	257	-249	99950	1.15 
85.946	1 55.420	-0.2158	0.2100	1.2690	13.3057	-8.8501	-18.7378	4.7955	14.3536	41.2372	43.5700	287	257	-247	99950	1.15 
85.946	1 55.440	-0.1455	0.1255	1.3281	13.9160	-24.9023	-13.4888	5.0153	13.9471	40.9131	43.5700	287	258	-246	99950	1.15 
85.992	1 55.460	0.0293	-0.0400	1.2124	11.3525	-37.9028	-22.4609	5.1361	13.1342	40.5670	43.5700	287	259	-245	99950	1.15 
86.039	1 55.480	-0.0410	-0.1631	1.1914	14.8926	-14.0991	-44.7388	5.0537	12.4969	39.8969	43.6600	287	254	-244	99950	1.15 
86.039	1 55.500	-0.5308	0.0728	1.3892	21.7285	-1.6479	-50.2930	5.1636	12.5519	38.8916	43.2300	285	253	-244	99950	1.15 
86.039	1 55.520	-0.7222	0.1538	1.2944	22.0947	-12.3291	-39.2456	5.4272	12.6288	37.8534	43.6600	284	252	-243	99950	1.15 
86.039	1 55.540	-0.6284	0.0464	0.9111	16.1133	-21.0571	-23.3765	5.6854	12.5629	37.0898	43.4200	283	251	-242	99950	1.15 
86.070	1 55.560	-0.4277	-0.1035	0.6543	7.5073	3.2349	-31.2500	5.6744	12.7222	36.3867	43.5700	284	247	-240	99950	1.15 
